"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Estrada, Thairo","642731","2024","195",17.9,3.6,".305",".281",25.7,7.2,36.8,"98.185641447","93.126839145",18.3,50
"Tatis Jr., Fernando","665487","2024","229",21.8,10,".330",".371",30.7,11.1,49,"102.441583289","95.536250658",27.4,50.1
"Realmuto, J.T.","592663","2024","174",23.6,5.7,".338",".350",35.2,10.7,51.6,"102.072476721","95.502451311",26.6,51.4
"García, Adolis","666969","2024","196",27.6,5.6,".334",".326",37.2,15.5,50.4,"103.231373846","96.415364961",30,54.7
"Profar, Jurickson","595777","2024","204",13.7,13.2,".416",".378",41.5,6.1,40.8,"100.187204722","94.413126528",18.9,46
"Smith, Will","669257","2024","188",16.5,10.1,".363",".365",39.7,11,46.3,"100.509095441","94.615997353",19.2,48.6
"O'Hoppe, Logan","681351","2024","162",24.7,6.8,".315",".333",38.5,8.3,47.7,"101.186215926","95.345098889",31.3,47.8
"Springer III, George","543807","2024","185",16.8,10.3,".257",".309",34.8,5.2,34.8,"99.265880896","93.696721493",22.8,49.1
"Adames, Willy","642715","2024","215",20.9,9.3,".321",".344",36.9,10.1,41.6,"99.554473733","94.259949329",28.3,47.4
"Walker, Christian","572233","2024","215",22.8,13,".357",".389",35.6,16.3,47.4,"103.472266912","96.009524074",28,46.9
"Santander, Anthony","623993","2024","184",17.4,7.1,".306",".284",31.3,6,33.6,"98.717614478","93.409718421",18.5,52.8
"Chisholm Jr., Jazz","665862","2024","210",23.8,9,".331",".323",30.2,12.9,41,"100.385381884","94.62387292",26.5,46.9
"Freeman, Tyler","671289","2024","170",16.5,8.2,".307",".323",33.3,5.8,44.2,"100.2935525","94.565025126",19,46.9
"Benson, Will","666181","2024","178",39.3,11.2,".298",".292",37.9,12.6,48.3,"100.623502955","94.867061839",37.2,47.3
"Schwarber, Kyle","656941","2024","221",31.2,16.7,".329",".347",26.3,10.5,55.3,"105.056945614","97.459826667",34.1,40.4
"Giménez, Andrés","665926","2024","206",14.1,4.9,".317",".317",34,4.4,25.2,"95.82472013","91.912769286",23.1,55.5
"Arcia, Orlando","606115","2024","180",18.3,3.3,".298",".253",28.6,5,41.4,"99.181209714","93.716143071",23.3,51.4
"Kim, Ha-Seong","673490","2024","206",17.5,14.6,".310",".325",39.6,5.8,33.1,"98.010997536","93.108848686",17.9,37.5
"Haniger, Mitch","571745","2024","182",28,8.2,".285",".306",34.5,8.6,45.7,"100.234461552","94.746153793",29,42
"Rocchio, Brayan","677587","2024","156",17.3,10.9,".264",".288",36.9,2.7,22.7,"95.653518333","91.968568037",23.1,50.4
"Muncy, Max","571970","2024","167",29.9,12.6,".340",".334",31.9,10.6,45.7,"101.113714255","94.866180851",32.2,41.5
"Garcia, Maikel","672580","2024","220",17.7,6.4,".322",".332",36.5,7.2,47.9,"100.86864253","95.002067091",18.3,43.9
"Naylor, Josh","647304","2024","197",14.2,10.2,".353",".373",33.8,11,43.4,"101.439434861","95.127747832",21.8,53.6
"Frelick, Sal","686217","2024","172",20.9,10.5,".309",".274",27.6,0.9,22.4,"95.996490702","92.05230531",16.1,38.8
"Pasquantino, Vinnie","686469","2024","196",12.8,10.7,".315",".375",32.9,10.7,48.3,"101.343817333","95.281792953",14.6,45.3
"Blackmon, Charlie","453568","2024","162",11.7,8.6,".285",".298",29.9,5.5,26.8,"95.659178889","91.896618571",17.8,50.6
